Date,Open,High,Low,Close,Adj Close,Volume,Days
6/4/2019,191.580002,195.5,191.419998,195.25,178.749557,5118100,326
6/5/2019,194.009995,196.720001,193.080002,196.690002,181.330917,3704600,327
6/6/2019,196.649994,197.649994,194.960007,197.169998,181.773422,3732900,328
6/7/2019,197.199997,199.020004,196.210007,197.300003,181.89325,3522300,329
6/10/2019,198.559998,199.850006,197.320007,198.050003,182.584717,3154500,330
6/11/2019,199.020004,200.839996,195.839996,198.009995,182.547836,3708500,331
6/12/2019,198.809998,200.190002,197.979996,198.940002,183.405212,2551500,332
6/13/2019,199.949997,202.679993,199.449997,202.350006,186.54892,3630900,333
6/14/2019,201.309998,206.5,201.309998,205.770004,189.701889,4898000,334
6/17/2019,207,208.789993,206,206.979996,190.817368,4620500,335
6/18/2019,208.100006,210.169998,207.110001,207.479996,191.278351,3891300,336
6/19/2019,207.899994,208.479996,205.899994,207.940002,191.702423,3648200,337
6/20/2019,209.570007,211.660004,209.309998,211.25,194.753937,5171500,338
6/21/2019,211.259995,211.990005,209.080002,209.389999,193.039154,9855000,339
6/24/2019,208.149994,209.259995,205.119995,205.5,189.452972,4943500,340
6/25/2019,206.300003,207.100006,204.199997,204.740005,188.752289,3587900,341
6/26/2019,205.339996,207.320007,204.649994,206.419998,190.301132,3071200,342
6/27/2019,207.610001,208,206.009995,207.020004,190.854233,2286800,343
6/28/2019,207.770004,209,207.389999,207.970001,191.730072,11069000,344
7/1/2019,209.699997,212.309998,208.169998,210.279999,193.85968,4097700,345
7/2/2019,210.240005,210.259995,208.460007,210.139999,193.730637,3160500,346
7/3/2019,209.820007,212.75,209.699997,212.100006,195.537567,2183700,347
7/5/2019,209.970001,212.169998,209.729996,211.460007,194.947571,2547800,348
7/8/2019,210.979996,213.440002,210.589996,212.910004,196.284317,2705300,349
7/9/2019,211.929993,213.330002,211.199997,212,195.445389,2397400,350
7/10/2019,210.720001,211.320007,208.830002,210.75,194.292953,3457400,351
7/11/2019,212.25,214.080002,211.020004,214.039993,197.326065,3450100,352
7/12/2019,215,218.25,214.610001,218.229996,201.188873,4429800,353
7/15/2019,218.949997,219.300003,216.809998,218.699997,201.622192,3141300,354
7/16/2019,217.300003,218.350006,216.729996,217.259995,200.294647,2657400,355
7/17/2019,216.729996,217.580002,215.610001,215.610001,198.773483,3037300,356
7/18/2019,215.5,216.229996,213.009995,214.440002,197.694839,3068000,357
7/19/2019,214.669998,215.229996,212.929993,213.039993,196.40416,3254800,358
7/22/2019,213,213.259995,210.380005,211.270004,194.7724,2764900,359
7/23/2019,212.570007,214.130005,211.729996,213.080002,196.441071,2589900,360
7/24/2019,213.190002,214.789993,213.070007,214.710007,197.943802,2207100,361
7/25/2019,214.279999,215.919998,213.630005,215.550003,198.71817,2335300,362
7/26/2019,215.529999,217.210007,214.100006,216.910004,199.971985,2675500,363
7/29/2019,216.789993,218.270004,216.350006,218.039993,201.013748,2407200,364
7/30/2019,217.520004,218.589996,216.860001,217.360001,200.386856,2172600,365
7/31/2019,216.350006,217.800003,212.169998,213.690002,197.003418,3426400,366
8/1/2019,214.139999,217.610001,212.020004,212.830002,196.210556,3431500,367
